Timestamp (s),Latitude (deg),Longitude (deg),Speed (km/h)
27.840,50.45070553,30.52365140,30.15
27.880,50.45070495,30.52364674,30.26
27.920,50.45070431,30.52364209,30.37
27.960,50.45070362,30.52363743,30.49
28.000,50.45070288,30.52363278,30.62
28.040,50.45070208,30.52362812,30.75
28.080,50.45070124,30.52362347,30.89
28.120,50.45070034,30.52361881,31.02
28.160,50.45069940,30.52361416,31.16
28.200,50.45069842,30.52360950,31.30
28.240,50.45069739,30.52360484,31.44
28.280,50.45069632,30.52360019,31.57
28.320,50.45069521,30.52359553,31.71
28.360,50.45069406,30.52359088,31.84
28.400,50.45069289,30.52358622,31.97
28.440,50.45069167,30.52358157,32.09
28.480,50.45069043,30.52357691,32.21
28.520,50.45068916,30.52357226,32.32
28.560,50.45068785,30.52356760,32.43
28.600,50.45068653,30.52356294,32.53
28.640,50.45068518,30.52355829,32.63
28.680,50.45068381,30.52355363,32.72
28.720,50.45068242,30.52354898,32.80
28.760,50.45068101,30.52354432,32.88
28.800,50.45067959,30.52353967,32.95
28.840,50.45067815,30.52353501,33.01
28.880,50.45067670,30.52353036,33.06
28.920,50.45067524,30.52352570,33.11
28.960,50.45067377,30.52352104,33.14
29.000,50.45067229,30.52351639,33.17
29.040,50.45067082,30.52351173,33.19
29.080,50.45066933,30.52350708,33.20
29.120,50.45066785,30.52350242,33.20
29.160,50.45066637,30.52349777,33.20
29.200,50.45066489,30.52349311,33.18
29.240,50.45066342,30.52348846,33.16
29.280,50.45066196,30.52348380,33.13
29.320,50.45066050,30.52347914,33.09
29.360,50.45065906,30.52347449,33.04
29.400,50.45065763,30.52346983,32.98
29.440,50.45065621,30.52346518,32.92
29.480,50.45065481,30.52346052,32.85
29.520,50.45065343,30.52345587,32.77
29.560,50.45065206,30.52345121,32.68
29.600,50.45065072,30.52344656,32.59
29.640,50.45064941,30.52344190,32.49
29.680,50.45064812,30.52343724,32.38
29.720,50.45064686,30.52343259,32.27
29.760,50.45064563,30.52342793,32.16
29.800,50.45064443,30.52342328,32.03
29.840,50.45064327,30.52341862,31.91
29.880,50.45064214,30.52341397,31.78
29.920,50.45064105,30.52340931,31.65
29.960,50.45064000,30.52340466,31.51
30.000,50.45063899,30.52340000,31.38
30.040,50.45063801,30.52339537,31.15
30.080,50.45063704,30.52339078,30.84
30.120,50.45063608,30.52338623,30.55
30.160,50.45063514,30.52338172,30.27
30.200,50.45063421,30.52337725,30.00
30.240,50.45063330,30.52337281,29.75
30.280,50.45063239,30.52336841,29.52
30.320,50.45063149,30.52336404,29.29
30.360,50.45063060,30.52335970,29.09
30.400,50.45062972,30.52335539,28.89
30.440,50.45062885,30.52335110,28.71
30.480,50.45062799,30.52334684,28.55
30.520,50.45062713,30.52334259,28.40
30.560,50.45062628,30.52333837,28.26
30.600,50.45062544,30.52333416,28.14
30.640,50.45062460,30.52332997,28.03
30.680,50.45062376,30.52332579,27.93
30.720,50.45062293,30.52332163,27.85
30.760,50.45062210,30.52331747,27.79
30.800,50.45062127,30.52331332,27.73
30.840,50.45062045,30.52330918,27.70
30.880,50.45061962,30.52330504,27.67
30.920,50.45061880,30.52330090,27.66
30.960,50.45061798,30.52329676,27.66
31.000,50.45061715,30.52329262,27.68
31.040,50.45061633,30.52328847,27.72
31.080,50.45061550,30.52328432,27.76
31.120,50.45061467,30.52328016,27.82
31.160,50.45061383,30.52327599,27.90
31.200,50.45061299,30.52327180,27.98
31.240,50.45061215,30.52326760,28.09
31.280,50.45061130,30.52326339,28.20
31.320,50.45061045,30.52325915,28.33
31.360,50.45060959,30.52325490,28.48
31.400,50.45060872,30.52325062,28.64
31.440,50.45060785,30.52324632,28.81
31.480,50.45060696,30.52324199,29.00
31.520,50.45060607,30.52323763,29.20
31.560,50.45060517,30.52323325,29.42
31.600,50.45060425,30.52322883,29.65
31.640,50.45060333,30.52322437,29.89
31.680,50.45060239,30.52321988,30.15
31.720,50.45060144,30.52321535,30.42
31.760,50.45060048,30.52321078,30.71
31.800,50.45059951,30.52320617,31.01
31.840,50.45059852,30.52320151,31.32
31.880,50.45059752,30.52319680,31.65
31.920,50.45059650,30.52319205,32.00
31.960,50.45059546,30.52318725,32.35
32.000,50.45059441,30.52318239,32.72
32.040,50.45059334,30.52317748,33.11
32.080,50.45059225,30.52317251,33.51
32.120,50.45059115,30.52316748,33.93
32.160,50.45059002,30.52316240,34.35
32.200,50.45058887,30.52315725,34.80
32.240,50.45058771,30.52315203,35.25
32.280,50.45058652,30.52314675,35.73
32.320,50.45058531,30.52314140,36.21
32.360,50.45058408,30.52313598,36.71
32.400,50.45058283,30.52313049,37.23
32.440,50.45058155,30.52312492,37.75
32.480,50.45058025,30.52311928,38.30
32.520,50.45057892,30.52311356,38.85
32.560,50.45057756,30.52310776,39.43
32.600,50.45057618,30.52310187,40.01
32.640,50.45057478,30.52309590,40.61
32.680,50.45057334,30.52308984,41.23
32.720,50.45057188,30.52308370,41.85
32.760,50.45057039,30.52307745,42.53
32.800,50.45056889,30.52307110,43.24
32.840,50.45056738,30.52306463,43.93
32.880,50.45056585,30.52305807,44.62
32.920,50.45056430,30.52305140,45.28
32.960,50.45056274,30.52304463,45.92
33.000,50.45056117,30.52303776,46.55
33.040,50.45055958,30.52303080,47.16
33.080,50.45055798,30.52302375,47.75
33.120,50.45055636,30.52301662,48.33
33.160,50.45055473,30.52300940,48.88
33.200,50.45055308,30.52300209,49.42
33.240,50.45055142,30.52299471,49.94
33.280,50.45054975,30.52298726,50.44
33.320,50.45054806,30.52297973,50.92
33.360,50.45054635,30.52297213,51.39
33.400,50.45054464,30.52296446,51.84
33.440,50.45054290,30.52295674,52.27
33.480,50.45054115,30.52294895,52.68
33.520,50.45053939,30.52294110,53.07
33.560,50.45053762,30.52293320,53.45
33.600,50.45053582,30.52292525,53.80
33.640,50.45053402,30.52291725,54.14
33.680,50.45053220,30.52290921,54.46
33.720,50.45053036,30.52290112,54.76
33.760,50.45052851,30.52289300,55.05
33.800,50.45052665,30.52288484,55.31
33.840,50.45052477,30.52287664,55.56
33.880,50.45052288,30.52286842,55.79
33.920,50.45052097,30.52286016,56.01
33.960,50.45051905,30.52285189,56.20
34.000,50.45051711,30.52284359,56.38
34.040,50.45051516,30.52283527,56.54
34.080,50.45051320,30.52282694,56.68
34.120,50.45051122,30.52281860,56.80
34.160,50.45050923,30.52281025,56.91
34.200,50.45050722,30.52280189,56.99
34.240,50.45050519,30.52279353,57.06
34.280,50.45050316,30.52278516,57.12
34.320,50.45050110,30.52277680,57.15
34.360,50.45049904,30.52276845,57.17
34.400,50.45049696,30.52276011,57.17
34.440,50.45049486,30.52275177,57.15
34.480,50.45049275,30.52274346,57.12
34.520,50.45049063,30.52273516,57.07
34.560,50.45048849,30.52272688,57.00
34.600,50.45048633,30.52271862,56.91
34.640,50.45048417,30.52271039,56.81
34.680,50.45048198,30.52270219,56.69
34.720,50.45047979,30.52269403,56.55
34.760,50.45047757,30.52268590,56.40
34.800,50.45047535,30.52267781,56.23
34.840,50.45047311,30.52266976,56.04
34.880,50.45047085,30.52266175,55.84
34.920,50.45046858,30.52265380,55.62
34.960,50.45046630,30.52264589,55.38
35.000,50.45046400,30.52263804,55.13
35.040,50.45046169,30.52263025,54.86
35.080,50.45045936,30.52262251,54.58
35.120,50.45045702,30.52261484,54.28
35.160,50.45045466,30.52260723,53.96
35.200,50.45045229,30.52259970,53.63
35.240,50.45044991,30.52259223,53.28
35.280,50.45044751,30.52258484,52.92
35.320,50.45044509,30.52257753,52.55
35.360,50.45044266,30.52257030,52.16
35.400,50.45044022,30.52256315,51.75
35.440,50.45043776,30.52255609,51.33
35.480,50.45043529,30.52254909,51.06
35.520,50.45043280,30.52254211,51.04
35.560,50.45043030,30.52253513,51.10
35.600,50.45042779,30.52252815,51.16
35.640,50.45042526,30.52252117,51.21
35.680,50.45042271,30.52251420,51.26
35.720,50.45042015,30.52250724,51.30
35.760,50.45041758,30.52250028,51.33
35.800,50.45041499,30.52249333,51.36
35.840,50.45041239,30.52248639,51.39
35.880,50.45040977,30.52247946,51.41
35.920,50.45040714,30.52247254,51.43
35.960,50.45040449,30.52246563,51.44
36.000,50.45040183,30.52245873,51.44
36.040,50.45039916,30.52245185,51.44
36.080,50.45039647,30.52244498,51.44
36.120,50.45039376,30.52243813,51.43
36.160,50.45039104,30.52243129,51.42
36.200,50.45038831,30.52242447,51.40
36.240,50.45038556,30.52241767,51.38
36.280,50.45038280,30.52241089,51.35
36.320,50.45038002,30.52240413,51.32
36.360,50.45037723,30.52239739,51.28
36.400,50.45037443,30.52239068,51.24
36.440,50.45037161,30.52238399,51.19
36.480,50.45036877,30.52237732,51.14
36.520,50.45036592,30.52237068,51.09
36.560,50.45036306,30.52236406,51.03
36.600,50.45036018,30.52235748,50.96
36.640,50.45035729,30.52235092,50.90
36.680,50.45035438,30.52234439,50.82
36.720,50.45035146,30.52233789,50.75
36.760,50.45034852,30.52233143,50.66
36.800,50.45034557,30.52232499,50.58
36.840,50.45034261,30.52231859,50.49
36.880,50.45033963,30.52231223,50.40
36.920,50.45033664,30.52230590,50.30
36.960,50.45033363,30.52229961,50.20
37.000,50.45033060,30.52229335,50.10
37.040,50.45032757,30.52228714,49.99
37.080,50.45032451,30.52228096,49.88
37.120,50.45032145,30.52227482,49.76
37.160,50.45031837,30.52226873,49.64
37.200,50.45031527,30.52226268,49.52
37.240,50.45031216,30.52225667,49.39
37.280,50.45030904,30.52225071,49.26
37.320,50.45030590,30.52224479,49.13
37.360,50.45030274,30.52223892,49.00
37.400,50.45029958,30.52223310,48.86
37.440,50.45029639,30.52222732,48.72
37.480,50.45029320,30.52222160,48.58
37.520,50.45028998,30.52221593,48.43
37.560,50.45028676,30.52221030,48.28
37.600,50.45028352,30.52220473,48.13
37.640,50.45028026,30.52219922,47.97
37.680,50.45027699,30.52219376,47.82
37.720,50.45027371,30.52218835,47.66
37.760,50.45027041,30.52218300,47.50
37.800,50.45026710,30.52217771,47.34
37.840,50.45026377,30.52217248,47.17
37.880,50.45026043,30.52216731,47.01
37.920,50.45025707,30.52216220,46.84
37.960,50.45025370,30.52215715,46.67
38.000,50.45025032,30.52215216,46.50
38.040,50.45024692,30.52214724,46.33
38.080,50.45024350,30.52214238,46.16
38.120,50.45024007,30.52213759,45.99
38.160,50.45023663,30.52213286,45.82
38.200,50.45023317,30.52212820,45.67
38.240,50.45022968,30.52212361,45.58
38.280,50.45022617,30.52211909,45.52
38.320,50.45022263,30.52211463,45.47
38.360,50.45021906,30.52211023,45.43
38.400,50.45021547,30.52210590,45.38
38.440,50.45021185,30.52210164,45.34
38.480,50.45020820,30.52209743,45.31
38.520,50.45020453,30.52209329,45.28
38.560,50.45020084,30.52208920,45.25
38.600,50.45019712,30.52208518,45.22
38.640,50.45019339,30.52208121,45.20
38.680,50.45018963,30.52207730,45.18
38.720,50.45018585,30.52207344,45.16
38.760,50.45018205,30.52206964,45.14
38.800,50.45017823,30.52206590,45.13
38.840,50.45017439,30.52206220,45.11
38.880,50.45017053,30.52205856,45.10
38.920,50.45016665,30.52205497,45.09
38.960,50.45016276,30.52205143,45.08
39.000,50.45015885,30.52204794,45.07
39.040,50.45015492,30.52204449,45.05
39.080,50.45015098,30.52204109,45.04
39.120,50.45014703,30.52203774,45.03
39.160,50.45014306,30.52203443,45.02
39.200,50.45013907,30.52203117,45.01
39.240,50.45013508,30.52202795,45.00
39.280,50.45013107,30.52202477,44.99
39.320,50.45012705,30.52202163,44.97
39.360,50.45012302,30.52201853,44.96
39.400,50.45011898,30.52201547,44.94
39.440,50.45011493,30.52201245,44.92
39.480,50.45011087,30.52200947,44.91
39.520,50.45010680,30.52200652,44.88
39.560,50.45010273,30.52200360,44.86
39.600,50.45009865,30.52200072,44.84
39.640,50.45009456,30.52199787,44.81
39.680,50.45009046,30.52199506,44.78
39.720,50.45008636,30.52199227,44.75
39.760,50.45008226,30.52198951,44.72
39.800,50.45007815,30.52198679,44.68
39.840,50.45007404,30.52198409,44.64
39.880,50.45006993,30.52198142,44.60
39.920,50.45006581,30.52197877,44.55
39.960,50.45006170,30.52197615,44.51
40.000,50.45005758,30.52197355,44.45
40.040,50.45005346,30.52197097,44.40
40.080,50.45004935,30.52196842,44.34
40.120,50.45004523,30.52196589,44.28
40.160,50.45004112,30.52196338,44.22
40.200,50.45003701,30.52196088,44.15
40.240,50.45003290,30.52195841,44.08
40.280,50.45002880,30.52195595,44.01
40.320,50.45002470,30.52195350,43.93
40.360,50.45002060,30.52195107,43.85
40.400,50.45001651,30.52194866,43.76
40.440,50.45001243,30.52194625,43.67
40.480,50.45000836,30.52194386,43.58
40.520,50.45000429,30.52194148,43.49
40.560,50.45000023,30.52193911,43.39
40.600,50.44999618,30.52193675,43.28
40.640,50.44999214,30.52193440,43.18
40.680,50.44998811,30.52193205,43.07
40.720,50.44998409,30.52192971,42.95
40.760,50.44998008,30.52192737,42.83
40.800,50.44997609,30.52192504,42.71
40.840,50.44997210,30.52192271,42.59
40.880,50.44996813,30.52192038,42.46
40.920,50.44996417,30.52191806,42.35
40.960,50.44996021,30.52191576,42.32
41.000,50.44995623,30.52191352,42.35
41.040,50.44995224,30.52191131,42.38
41.080,50.44994824,30.52190915,42.41
41.120,50.44994423,30.52190702,42.44
41.160,50.44994020,30.52190494,42.46
41.200,50.44993616,30.52190290,42.48
41.240,50.44993212,30.52190090,42.50
41.280,50.44992806,30.52189893,42.52
41.320,50.44992400,30.52189700,42.54
41.360,50.44991993,30.52189510,42.55
41.400,50.44991585,30.52189324,42.56
41.440,50.44991176,30.52189141,42.56
41.480,50.44990767,30.52188962,42.56
41.520,50.44990357,30.52188785,42.56
41.560,50.44989947,30.52188612,42.56
41.600,50.44989537,30.52188441,42.55
41.640,50.44989126,30.52188274,42.54
41.680,50.44988715,30.52188109,42.52
41.720,50.44988303,30.52187946,42.50
41.760,50.44987892,30.52187786,42.48
41.800,50.44987480,30.52187629,42.45
41.840,50.44987068,30.52187474,42.42
41.880,50.44986656,30.52187321,42.38
41.920,50.44986245,30.52187170,42.34
41.960,50.44985833,30.52187021,42.30
42.000,50.44985422,30.52186875,42.25
42.040,50.44985011,30.52186730,42.19
42.080,50.44984601,30.52186586,42.14
42.120,50.44984191,30.52186445,42.07
42.160,50.44983781,30.52186305,42.00
42.200,50.44983372,30.52186166,41.93
42.240,50.44982963,30.52186029,41.85
42.280,50.44982556,30.52185892,41.77
42.320,50.44982148,30.52185757,41.69
42.360,50.44981742,30.52185623,41.59
42.400,50.44981337,30.52185490,41.50
42.440,50.44980932,30.52185358,41.40
42.480,50.44980529,30.52185226,41.29
42.520,50.44980126,30.52185095,41.18
42.560,50.44979725,30.52184965,41.06
42.600,50.44979325,30.52184835,40.94
42.640,50.44978926,30.52184705,40.81
42.680,50.44978528,30.52184576,40.68
42.720,50.44978132,30.52184446,40.55
42.760,50.44977737,30.52184317,40.40
42.800,50.44977344,30.52184188,40.26
42.840,50.44976952,30.52184058,40.11
42.880,50.44976562,30.52183928,39.95
42.920,50.44976174,30.52183798,39.79
42.960,50.44975787,30.52183667,39.63
43.000,50.44975402,30.52183536,39.46
43.040,50.44975019,30.52183404,39.28
43.080,50.44974638,30.52183271,39.10
43.120,50.44974259,30.52183137,38.92
43.160,50.44973882,30.52183003,38.73
43.200,50.44973508,30.52182867,38.53
43.240,50.44973135,30.52182730,38.34
43.280,50.44972765,30.52182592,38.13
43.320,50.44972397,30.52182452,37.93
43.360,50.44972031,30.52182311,37.72
43.400,50.44971668,30.52182168,37.50
43.440,50.44971308,30.52182024,37.28
43.480,50.44970950,30.52181878,37.06
43.520,50.44970594,30.52181730,36.83
43.560,50.44970242,30.52181580,36.60
43.600,50.44969892,30.52181428,36.37
43.640,50.44969545,30.52181273,36.14
43.680,50.44969200,30.52181114,36.02
43.720,50.44968856,30.52180949,36.00
43.760,50.44968514,30.52180777,35.98
43.800,50.44968173,30.52180599,35.96
43.840,50.44967834,30.52180416,35.94
43.880,50.44967496,30.52180227,35.91
43.920,50.44967160,30.52180033,35.89
43.960,50.44966825,30.52179835,35.85
44.000,50.44966492,30.52179632,35.82
44.040,50.44966160,30.52179425,35.78
44.080,50.44965829,30.52179215,35.73
44.120,50.44965500,30.52179001,35.68
44.160,50.44965173,30.52178783,35.63
44.200,50.44964847,30.52178563,35.57
44.240,50.44964522,30.52178340,35.50
44.280,50.44964199,30.52178115,35.43
44.320,50.44963877,30.52177888,35.35
44.360,50.44963557,30.52177659,35.26
44.400,50.44963238,30.52177429,35.16
44.440,50.44962920,30.52177198,35.06
44.480,50.44962604,30.52176966,34.95
44.520,50.44962290,30.52176733,34.83
44.560,50.44961977,30.52176501,34.71
44.600,50.44961665,30.52176268,34.57
44.640,50.44961355,30.52176036,34.43
44.680,50.44961046,30.52175804,34.28
44.720,50.44960739,30.52175574,34.12
44.760,50.44960433,30.52175345,33.95
44.800,50.44960128,30.52175117,33.78
44.840,50.44959825,30.52174891,33.59
44.880,50.44959524,30.52174668,33.40
44.920,50.44959224,30.52174447,33.20
44.960,50.44958925,30.52174229,33.00
45.000,50.44958628,30.52174014,32.78
45.040,50.44958332,30.52173802,32.56
45.080,50.44958038,30.52173594,32.33
45.120,50.44957745,30.52173391,32.09
45.160,50.44957454,30.52173191,31.85
45.200,50.44957164,30.52172996,31.60
45.240,50.44956875,30.52172806,31.34
45.280,50.44956588,30.52172621,31.08
45.320,50.44956303,30.52172442,30.81
45.360,50.44956019,30.52172269,30.54
45.400,50.44955736,30.52172101,30.27
45.440,50.44955455,30.52171940,29.99
45.480,50.44955175,30.52171786,29.71
45.520,50.44954897,30.52171639,29.42
45.560,50.44954620,30.52171499,29.14
45.600,50.44954344,30.52171367,28.86
45.640,50.44954070,30.52171242,28.57
45.680,50.44953798,30.52171126,28.29
45.720,50.44953527,30.52171019,28.01
45.760,50.44953257,30.52170920,27.74
45.800,50.44952989,30.52170830,27.47
45.840,50.44952722,30.52170750,27.21
45.880,50.44952457,30.52170679,26.96
45.920,50.44952193,30.52170619,26.71
45.960,50.44951931,30.52170569,26.48
46.000,50.44951670,30.52170529,26.26
46.040,50.44951410,30.52170500,26.06
46.080,50.44951152,30.52170483,25.88
46.120,50.44950896,30.52170477,25.71
46.160,50.44950641,30.52170483,25.57
46.200,50.44950387,30.52170501,25.44
46.240,50.44950135,30.52170532,25.35
46.280,50.44949884,30.52170575,25.28
46.320,50.44949634,30.52170631,25.24
46.360,50.44949387,30.52170701,25.23
46.400,50.44949140,30.52170782,25.23
46.440,50.44948895,30.52170872,25.21
46.480,50.44948652,30.52170971,25.21
46.520,50.44948409,30.52171079,25.22
46.560,50.44948169,30.52171196,25.23
46.600,50.44947930,30.52171321,25.26
46.640,50.44947692,30.52171455,25.30
46.680,50.44947456,30.52171597,25.35
46.720,50.44947221,30.52171748,25.42
46.760,50.44946987,30.52171907,25.48
46.800,50.44946755,30.52172074,25.56
46.840,50.44946525,30.52172249,25.65
46.880,50.44946296,30.52172432,25.74
46.920,50.44946068,30.52172622,25.84
46.960,50.44945842,30.52172821,25.95
47.000,50.44945617,30.52173027,26.07
47.040,50.44945394,30.52173240,26.19
47.080,50.44945172,30.52173461,26.31
47.120,50.44944952,30.52173689,26.45
47.160,50.44944733,30.52173925,26.58
47.200,50.44944516,30.52174167,26.72
47.240,50.44944300,30.52174417,26.87
47.280,50.44944085,30.52174673,27.01
47.320,50.44943872,30.52174937,27.17
47.360,50.44943660,30.52175207,27.32
47.400,50.44943450,30.52175483,27.48
47.440,50.44943241,30.52175766,27.63
47.480,50.44943034,30.52176056,27.79
47.520,50.44942828,30.52176352,27.96
47.560,50.44942624,30.52176654,28.12
47.600,50.44942421,30.52176962,28.28
47.640,50.44942219,30.52177276,28.45
47.680,50.44942019,30.52177596,28.61
47.720,50.44941821,30.52177922,28.78
47.760,50.44941623,30.52178254,28.94
47.800,50.44941428,30.52178591,29.11
47.840,50.44941233,30.52178933,29.27
47.880,50.44941041,30.52179282,29.43
47.920,50.44940849,30.52179635,29.60
47.960,50.44940659,30.52179994,29.76
48.000,50.44940471,30.52180357,29.92
48.040,50.44940284,30.52180726,30.07
48.080,50.44940098,30.52181100,30.23
48.120,50.44939914,30.52181478,30.38
48.160,50.44939731,30.52181861,30.53
48.200,50.44939550,30.52182249,30.68
48.240,50.44939370,30.52182641,30.83
48.280,50.44939192,30.52183038,30.98
48.320,50.44939015,30.52183439,31.12
48.360,50.44938840,30.52183844,31.26
48.400,50.44938666,30.52184253,31.39
48.440,50.44938493,30.52184666,31.53
48.480,50.44938322,30.52185084,31.66
48.520,50.44938153,30.52185505,31.78
48.560,50.44937984,30.52185929,31.91
48.600,50.44937818,30.52186358,32.03
48.640,50.44937652,30.52186789,32.14
48.680,50.44937489,30.52187225,32.25
48.720,50.44937326,30.52187663,32.36
48.760,50.44937165,30.52188105,32.47
48.800,50.44937006,30.52188550,32.57
48.840,50.44936848,30.52188998,32.66
48.880,50.44936691,30.52189448,32.76
48.920,50.44936536,30.52189902,32.84
48.960,50.44936382,30.52190358,32.93
49.000,50.44936230,30.52190817,33.01
49.040,50.44936079,30.52191278,33.08
49.080,50.44935930,30.52191742,33.15
49.120,50.44935783,30.52192210,33.31
49.160,50.44935640,30.52192687,33.61
49.200,50.44935501,30.52193172,33.94
49.240,50.44935366,30.52193666,34.28
49.280,50.44935235,30.52194168,34.62
49.320,50.44935108,30.52194679,34.97
49.360,50.44934984,30.52195197,35.31
49.400,50.44934864,30.52195723,35.65
49.440,50.44934747,30.52196257,36.00
49.480,50.44934634,30.52196798,36.34
49.520,50.44934523,30.52197346,36.68
49.560,50.44934416,30.52197901,37.01
49.600,50.44934311,30.52198463,37.34
49.640,50.44934209,30.52199031,37.67
49.680,50.44934110,30.52199606,37.99
49.720,50.44934013,30.52200187,38.31
49.760,50.44933919,30.52200774,38.62
49.800,50.44933827,30.52201366,38.92
49.840,50.44933736,30.52201965,39.22
49.880,50.44933648,30.52202568,39.50
49.920,50.44933562,30.52203177,39.78
49.960,50.44933477,30.52203790,40.06
50.000,50.44933394,30.52204409,40.32
50.040,50.44933312,30.52205032,40.58
50.080,50.44933232,30.52205659,40.82
50.120,50.44933153,30.52206291,41.06
50.160,50.44933075,30.52206926,41.29
50.200,50.44932998,30.52207565,41.50
50.240,50.44932921,30.52208208,41.71
50.280,50.44932846,30.52208854,41.91
50.320,50.44932771,30.52209503,42.10
50.360,50.44932696,30.52210156,42.27
50.400,50.44932622,30.52210811,42.44
50.440,50.44932548,30.52211468,42.60
50.480,50.44932473,30.52212128,42.74
50.520,50.44932399,30.52212790,42.88
50.560,50.44932325,30.52213454,43.01
50.600,50.44932250,30.52214119,43.12
50.640,50.44932175,30.52214787,43.23
50.680,50.44932099,30.52215455,43.32
50.720,50.44932023,30.52216125,43.41
50.760,50.44931945,30.52216796,43.48
50.800,50.44931867,30.52217467,43.55
50.840,50.44931787,30.52218139,43.60
50.880,50.44931707,30.52218811,43.64
50.920,50.44931625,30.52219484,43.68
50.960,50.44931541,30.52220156,43.70
51.000,50.44931456,30.52220828,43.72
51.040,50.44931369,30.52221500,43.72
51.080,50.44931280,30.52222171,43.72
51.120,50.44931190,30.52222841,43.71
51.160,50.44931097,30.52223510,43.69
51.200,50.44931002,30.52224178,43.66
51.240,50.44930904,30.52224844,43.62
51.280,50.44930804,30.52225509,43.57
51.320,50.44930702,30.52226172,43.52
51.360,50.44930596,30.52226833,43.46
51.400,50.44930488,30.52227491,43.39
51.440,50.44930377,30.52228147,43.32
51.480,50.44930262,30.52228801,43.23
51.520,50.44930145,30.52229451,43.15
51.560,50.44930023,30.52230099,43.05
51.600,50.44929899,30.52230743,42.96
51.640,50.44929771,30.52231384,42.85
51.680,50.44929638,30.52232021,42.75
51.720,50.44929503,30.52232655,42.64
51.760,50.44929363,30.52233284,42.52
51.800,50.44929218,30.52233909,42.41
51.840,50.44929070,30.52234530,42.35
51.880,50.44928919,30.52235151,42.40
51.920,50.44928765,30.52235772,42.50
51.960,50.44928608,30.52236393,42.60
52.000,50.44928449,30.52237013,42.70
52.040,50.44928287,30.52237634,42.80
52.080,50.44928122,30.52238255,42.90
52.120,50.44927955,30.52238876,42.99
52.160,50.44927786,30.52239496,43.09
52.200,50.44927614,30.52240117,43.18
52.240,50.44927440,30.52240738,43.27
52.280,50.44927264,30.52241359,43.36
52.320,50.44927085,30.52241979,43.45
52.360,50.44926905,30.52242600,43.54
52.400,50.44926722,30.52243221,43.62
52.440,50.44926537,30.52243842,43.71
52.480,50.44926351,30.52244462,43.79
52.520,50.44926162,30.52245083,43.87
52.560,50.44925972,30.52245704,43.94
52.600,50.44925780,30.52246325,44.02
52.640,50.44925587,30.52246945,44.09
52.680,50.44925392,30.52247566,44.16
52.720,50.44925195,30.52248187,44.23
52.760,50.44924997,30.52248807,44.29
52.800,50.44924798,30.52249428,44.36
52.840,50.44924597,30.52250049,44.42
52.880,50.44924395,30.52250670,44.48
52.920,50.44924192,30.52251290,44.53
52.960,50.44923987,30.52251911,44.58
53.000,50.44923782,30.52252532,44.63
53.040,50.44923575,30.52253153,44.68
53.080,50.44923368,30.52253773,44.72
53.120,50.44923159,30.52254394,44.77
53.160,50.44922950,30.52255015,44.80
53.200,50.44922740,30.52255636,44.84
53.240,50.44922530,30.52256256,44.87
53.280,50.44922318,30.52256877,44.90
53.320,50.44922106,30.52257498,44.93
53.360,50.44921894,30.52258119,44.95
53.400,50.44921681,30.52258739,44.97
53.440,50.44921468,30.52259360,44.99
53.480,50.44921255,30.52259981,45.01
53.520,50.44921041,30.52260602,45.02
53.560,50.44920827,30.52261222,45.03
53.600,50.44920613,30.52261843,45.03
53.640,50.44920399,30.52262464,45.04
53.680,50.44920185,30.52263085,45.04
53.720,50.44919971,30.52263705,45.03
53.760,50.44919757,30.52264326,45.03
53.800,50.44919543,30.52264947,45.02
53.840,50.44919330,30.52265567,45.00
53.880,50.44919117,30.52266188,44.99
53.920,50.44918904,30.52266809,44.97
53.960,50.44918692,30.52267430,44.95
54.000,50.44918480,30.52268050,44.92
54.040,50.44918269,30.52268671,44.90
54.080,50.44918058,30.52269292,44.87
54.120,50.44917849,30.52269913,44.83
54.160,50.44917640,30.52270533,44.80
54.200,50.44917431,30.52271154,44.76
54.240,50.44917224,30.52271775,44.72
54.280,50.44917018,30.52272396,44.67
54.320,50.44916812,30.52273016,44.62
54.360,50.44916608,30.52273637,44.57
54.400,50.44916405,30.52274258,44.52
54.440,50.44916203,30.52274879,44.47
54.480,50.44916003,30.52275499,44.41
54.520,50.44915804,30.52276120,44.35
54.560,50.44915605,30.52276742,44.36
54.600,50.44915405,30.52277366,44.60
54.640,50.44915202,30.52277995,44.97
54.680,50.44914997,30.52278628,45.32
54.720,50.44914789,30.52279265,45.65
54.760,50.44914579,30.52279905,45.97
54.800,50.44914366,30.52280549,46.27
54.840,50.44914152,30.52281196,46.55
54.880,50.44913935,30.52281847,46.81
54.920,50.44913717,30.52282500,47.06
54.960,50.44913497,30.52283156,47.29
55.000,50.44913275,30.52283814,47.51
55.040,50.44913052,30.52284475,47.70
55.080,50.44912828,30.52285138,47.88
55.120,50.44912603,30.52285802,48.04
55.160,50.44912376,30.52286468,48.19
55.200,50.44912148,30.52287136,48.31
55.240,50.44911920,30.52287805,48.42
55.280,50.44911691,30.52288475,48.52
55.320,50.44911461,30.52289146,48.59
55.360,50.44911231,30.52289818,48.65
55.400,50.44911001,30.52290490,48.69
55.440,50.44910771,30.52291162,48.72
55.480,50.44910540,30.52291835,48.72
55.520,50.44910310,30.52292507,48.71
55.560,50.44910079,30.52293179,48.68
55.600,50.44909849,30.52293850,48.64
55.640,50.44909620,30.52294521,48.57
55.680,50.44909391,30.52295191,48.49
55.720,50.44909163,30.52295859,48.40
